"Product","Blackbox flight data recorder by Nicholas Sherlock"
13136,38752079,50,171,42,-2,17,1,174,430,0,0,0,-39,1,-1,1396,-5,19,0,198,1438,4640,722,-55,-147,-43,5,-285,4840,14,-317,0,0,1582,158,2047,852,524291,0,0,1,1,-0.06612337655991164,-0.05711261745982992,4.415304738756631,222,500,43,-5,19,0,19.8,50,166,43,1582,158,2047,852
13138,38752696,38,251,42,-2,17,1,132,901,0,0,0,-39,1,-1,1396,-5,19,0,198,1438,4640,722,-43,-226,-41,207,-299,4863,33,-237,0,0,1695,158,2047,754,524291,0,0,1,1,-0.06656961874198047,-0.059570321078372505,4.415583838364585,168,500,43,-5,19,0,19.8,38,245,41,1695,158,2047,754
13140,38753316,15,285,42,-2,17,1,50,1130,0,0,0,-39,1,-1,1396,-5,19,0,198,1438,4640,722,-20,-258,-41,207,-299,4863,33,-105,0,0,1978,158,2047,513,524291,0,0,1,1,-0.0667697673393195,-0.06238553207914611,4.415840695300465,63,500,43,-5,19,0,19.8,15,277,41,1978,158,2047,513
13142,38753931,-10,260,42,-2,17,1,-50,1051,0,0,0,-39,1,-1,1396,-5,20,0,198,1422,6070,722,6,-233,-44,181,-314,4811,40,27,0,0,2047,224,1691,158,524291,0,0,1,1,-0.06668536317195875,-0.06491241709874312,4.4161458695467894,-62,500,43,-5,20,0,19.8,-11,253,44,2047,224,1691,158
13144,38754548,-31,178,42,-2,17,1,-138,669,0,0,0,-39,1,-1,1396,-5,21,0,198,1422,6070,722,26,-152,-43,181,-314,4811,38,143,0,0,2047,517,1443,158,524291,0,0,1,1,-0.06638172842360314,-0.06657637148350186,4.416500071932208,-171,500,43,-5,21,0,19.8,-31,173,43,2047,517,1443,158
13146,38755168,-37,61,42,-2,17,1,-181,81,0,0,0,-39,1,-1,1396,-5,21,0,198,1422,6070,722,33,-38,-41,181,-314,4811,3,222,0,0,1596,831,597,158,524291,0,0,1,1,-0.06599674283279175,-0.06701594071274786,4.416916573313225,-220,159,43,-5,21,0,19.8,-38,59,41,1596,831,597,158
13148,38755783,-30,-53,41,-3,17,2,-166,-538,0,0,0,-39,1,-1,1396,-5,21,0,198,1422,6070,722,25,72,-40,-25,-312,4787,-45,210,0,0,811,2047,158,1627,524291,0,0,1,1,-0.06569658281530248,-0.06627297033296867,4.417396811864409,-199,-500,43,-5,21,0,19.8,-30,-51,40,811,2047,158,1627
13150,38756401,-13,-124,41,-3,17,2,-104,-990,0,0,0,-39,1,-1,1396,-5,21,0,198,1422,6070,722,8,142,-43,-25,-312,4787,-65,93,0,0,655,2047,158,1813,524291,0,0,1,1,-0.06557369308826907,-0.06477503277694995,4.417961220057058,-120,-500,43,-5,21,0,19.8,-13,-121,43,655,2047,158,1813
13152,38757018,8,-134,44,-3,17,2,-18,-1134,0,0,0,-39,1,-1,1396,-5,21,0,199,1422,6070,722,-13,152,-52,-177,-285,4854,-61,-56,0,0,359,1933,158,2047,524291,0,0,1,1,-0.06567146374809761,-0.06317848331159434,4.418628800076945,-13,-500,46,-5,21,0,19.9,8,-131,52,359,1933,158,2047
13154,38757638,30,-83,48,-3,17,2,72,-939,0,0,0,-39,1,-1,1397,-5,21,0,199,1422,6070,722,-35,102,-58,-177,-285,4854,-57,-169,0,0,158,1576,318,2047,524291,0,0,1,1,-0.06600669294325989,-0.06211855293369487,4.419329252574113,99,-500,50,-5,21,0,19.9,30,-81,58,158,1576,318,2047
13156,38758252,47,11,50,-3,17,2,145,-478,0,0,0,-39,1,-1,1397,-5,21,0,199,1422,6070,722,-52,11,-55,-108,-255,4965,-55,-248,0,0,158,1335,563,2047,524291,0,0,1,1,-0.06652693375950611,-0.06204012708944377,4.41992633444758,189,-450,52,-5,21,0,19.9,47,10,55,158,1335,563,2047
13158,38758870,54,121,50,-2,17,2,178,108,0,0,0,-39,1,-1,1397,-5,21,0,199,1422,6070,722,-59,-96,-48,-108,-255,4965,-36,-311,0,0,1285,158,1954,1221,524291,0,0,1,1,-0.0671350349134066,-0.06310800174825949,4.420374300131435,230,246,52,-5,21,0,19.9,54,117,48,1285,158,1954,1221
13160,38759490,48,219,48,-2,18,3,162,660,0,0,0,-39,1,-1,1397,-5,21,0,199,1422,6070,722,-52,-192,-42,109,-243,5039,11,-310,0,0,1627,158,2047,846,524291,0,0,1,1,-0.06767715244220188,-0.06521162338639562,4.420687865319889,208,500,51,-5,21,0,19.9,47,213,42,1627,158,2047,846
13162,38760105,29,281,46,-2,18,3,99,1034,0,0,0,-39,1,-1,1397,-5,21,0,199,1422,6070,722,-34,-252,-41,109,-243,5039,54,-200,0,0,1813,158,2047,682,524291,0,0,1,1,-0.06802449130914966,-0.06794019447390154,4.420943616144204,126,500,49,-5,21,0,19.9,29,273,41,1813,158,2047,682
13164,38760722,4,287,45,-2,18,3,3,1123,0,0,0,-39,1,-1,1397,-5,21,0,199,1422,6070,722,-8,-257,-46,251,-254,5024,51,-36,0,0,2047,158,1899,340,524291,0,0,1,1,-0.06808871173922515,-0.07073503843224953,4.4212502399802505,5,500,48,-5,21,0,19.9,3,278,46,2047,158,1899,340
13166,38761341,-21,232,46,-2,18,3,-96,892,0,0,0,-39,1,-1,1397,-5,22,0,199,1422,6070,722,16,-203,-48,251,-254,5024,24,92,0,0,2047,372,1537,158,524291,0,0,1,1,-0.06788875927626778,-0.07295829795869554,4.421619766151488,-119,500,49,-5,22,0,19.9,-21,225,48,2047,372,1537,158
13168,38761957,-36,129,46,-2,18,3,-167,394,0,0,0,-39,1,-1,1397,-5,23,0,199,1422,6070,722,31,-102,-46,167,-265,4960,13,169,0,0,2047,578,1368,158,524291,0,0,1,1,-0.06752430778304512,-0.07408579987502661,4.422040321503251,-205,500,49,-5,23,0,19.9,-36,125,46,2047,578,1368,158
13170,38762575,-36,10,46,-2,18,3,-186,-229,0,0,0,-39,1,-1,1397,-5,24,0,199,1422,6070,722,32,14,-45,167,-265,4960,1,207,0,0,1190,1766,158,1101,524291,0,0,1,1,-0.06714252111222381,-0.07396770818433226,4.422536095163966,-224,-201,49,-5,24,0,19.9,-37,10,45,1190,1766,158,1101
13172,38763195,-24,-84,46,-3,17,4,-148,-777,0,0,0,-39,1,-1,1397,-5,24,0,199,1422,6070,722,20,105,-48,-48,-258,4952,-38,165,0,0,785,2047,158,1697,524291,0,0,1,1,-0.06688269105913973,-0.07286876572283098,4.423131908772516,-175,-500,50,-5,24,0,19.9,-25,-81,48,785,2047,158,1697
13174,38763810,-5,-124,48,-3,17,4,-73,-1077,0,0,0,-39,1,-1,1397,-5,23,0,199,1422,6070,722,0,144,-54,-48,-258,4952,-76,27,0,0,587,2047,158,1953,524291,0,0,1,1,-0.06683389920694904,-0.07136527920756053,4.423815277192572,-81,-500,52,-5,23,0,19.9,-5,-121,54,587,2047,158,1953
13176,38764426,16,-103,52,-3,17,4,17,-1047,0,0,0,-39,1,-1,1397,-5,23,0,199,1422,6070,722,-21,123,-63,-159,-229,5022,-72,-135,0,0,242,1756,158,2047,524291,0,0,1,1,-0.06700596896578175,-0.07009121721750686,4.4245815770412715,30,-500,56,-5,23,0,19.9,16,-100,63,242,1756,158,2047
13178,38765045,37,-29,55,-3,17,4,101,-712,0,0,0,-39,1,-1,1397,-5,23,0,199,1422,6070,722,-41,51,-65,-159,-229,5022,-47,-233,0,0,158,1470,384,2047,524291,0,0,1,1,-0.06739750053130901,-0.06958879705669789,4.4253211385271785,135,-500,59,-5,23,0,19.9,36,-28,65,158,1470,384,2047
13180,38765662,50,73,57,-3,17,4,160,-182,0,0,0,-39,1,-1,1398,-5,23,0,199,1422,6070,722,-55,-49,-59,-116,-221,5042,-36,-275,0,0,158,274,714,1287,524291,0,0,1,1,-0.06794775447828308,-0.07015839493843866,4.425920649441776,207,-92,61,-5,23,0,19.9,50,72,59,158,274,714,1287
13182,38766280,52,178,56,-2,18,4,176,391,0,0,0,-39,1,-1,1398,-4,23,0,199,1422,6070,722,-57,-151,-52,-116,-221,5042,-25,-304,0,0,1615,158,2047,903,524291,0,0,1,1,-0.0685302498163644,-0.0718216925773617,4.426369787816464,226,500,60,-4,23,0,19.9,53,174,52,1615,158,2047,903
13184,38766897,41,260,53,-2,18,4,141,857,0,0,0,-39,1,-1,1398,-4,23,0,199,1422,6070,722,-45,-230,-45,-164,-241,4983,15,-280,0,0,1708,158,2047,815,524291,0,0,1,1,-0.06899135188009646,-0.0743260067965722,4.426683290540968,180,500,57,-4,23,0,19.9,41,253,45,1708,158,2047,815
13186,38767517,19,296,50,-2,18,4,63,1095,0,0,0,-39,1,-1,1398,-4,23,0,199,1422,6070,722,-23,-265,-44,-164,-241,4983,58,-151,0,0,1966,158,2047,593,524291,0,0,1,1,-0.0692185524399047,-0.07721964929398872,4.426960709445147,80,500,54,-4,23,0,19.9,19,288,44,1966,158,2047,593
13188,38768132,-6,275,49,-2,18,4,-36,1036,0,0,0,-39,1,-1,1398,-4,23,0,199,1422,6070,722,2,-243,-47,-403,-260,4900,59,21,0,0,2047,158,1714,187,524291,0,0,1,1,-0.06917100913272414,-0.07985659143401772,4.427284678936314,-44,500,53,-4,23,0,19.9,-6,266,47,2047,158,1714,187
13190,38768750,-27,197,48,-2,18,4,-126,680,0,0,0,-39,1,-1,1398,-4,24,0,199,1422,6070,722,23,-167,-47,-403,-260,4900,21,136,0,0,2047,454,1448,158,524291,0,0,1,1,-0.0688915715761438,-0.08168850594818333,4.427667649261506,-155,500,52,-4,24,0,19.9,-27,191,47,2047,454,1448,158
13192,38769369,-37,84,47,-2,18,4,-178,113,0,0,0,-39,1,-1,1398,-4,25,0,199,1422,6070,722,33,-57,-46,-697,-252,4895,-6,175,0,0,1794,784,777,158,524291,0,0,1,1,-0.06849761232808772,-0.08233688917531022,4.428122818480152,-217,215,51,-4,25,0,19.9,-37,82,46,1794,784,777,158
13194,38769984,-34,-26,47,-3,18,5,-177,-492,0,0,0,-39,1,-1,1398,-4,26,0,199,1422,6070,722,30,51,-46,-697,-252,4895,-5,167,0,0,862,2047,158,1618,524291,0,0,1,1,-0.06813214279371996,-0.08182436271356582,4.428654495918488,-214,-500,52,-4,26,0,19.9,-34,-25,46,862,2047,158,1618
13196,38770601,-20,-95,47,-3,18,5,-127,-935,0,0,0,-39,1,-1,1398,-4,26,0,199,1422,6070,722,16,119,-49,-829,-224,4969,-30,97,0,0,743,2047,158,1766,524291,0,0,1,1,-0.06791025917281335,-0.08058166498272858,4.429269962080918,-150,-500,52,-4,26,0,19.9,-20,-93,49,743,2047,158,1766
13198,38771222,2,-105,49,-3,18,5,-43,-1079,0,0,0,-39,1,-1,1398,-4,26,0,199,1422,6070,722,-6,128,-57,-829,-224,4969,-85,-45,0,0,493,2011,158,2047,524291,0,0,1,1,-0.06791881617630213,-0.07923948392539033,4.429982797604943,-44,-500,54,-4,26,0,19.9,2,-102,57,493,2011,158,2047
13200,38771836,25,-56,53,-3,18,5,51,-894,0,0,0,-39,1,-1,1398,-4,25,0,199,1422,6070,722,-29,80,-64,-732,-204,5055,-95,-193,0,0,158,1613,208,2047,524291,0,0,1,1,-0.06817121308661997,-0.0784309098316714,4.430727784833161,73,-500,58,-4,25,0,19.9,25,-55,64,158,1613,208,2047
13202,38772454,45,32,56,-3,18,5,135,-458,0,0,0,-37,1,-1,1398,-4,25,0,199,1422,6070,722,-50,-6,-62,-732,-204,5055,-42,-270,0,0,158,1279,533,2047,524291,0,0,1,1,-0.06865837662253273,-0.07854137000588993,4.4313925533164324,177,-408,61,-4,25,0,19.9,46,31,62,158,1279,533,2047
13204,38773071,55,134,56,-2,19,6,183,93,0,0,0,-37,1,-1,1398,-4,25,0,199,1422,6070,722,-60,-106,-55,-554,-209,5074,-8,-291,0,0,1322,158,1981,1284,524291,0,0,1,1,-0.06926357271130386,-0.07972111416786386,4.431905993306409,236,246,62,-4,25,0,19.9,56,131,55,1322,158,1981,1284
13206,38773691,51,229,54,-2,19,6,177,616,0,0,0,-37,1,-1,1398,-4,25,0,199,1482,6070,722,-55,-197,-48,-554,-209,5074,-15,-296,0,0,1615,158,2047,902,524291,0,0,1,1,-0.06982826472046025,-0.08188390986767909,4.432276578279405,226,500,60,-4,25,0,19.9,51,222,48,1615,158,2047,902
13208,38774306,33,292,51,-2,19,6,117,980,0,0,0,-37,1,-1,1398,-3,26,0,199,1482,4802,722,-36,-258,-43,-521,-231,5008,12,-244,0,0,1781,158,2047,755,524291,0,0,1,1,-0.0701918239644402,-0.08467877812856743,4.4325436638105735,148,500,57,-3,26,0,19.9,33,284,43,1781,158,2047,755
13210,38774926,8,303,49,-2,19,6,22,1087,0,0,0,-37,1,-1,1398,-3,26,0,199,1482,4802,722,-11,-268,-45,-521,-231,5008,79,-99,0,0,2047,158,1956,439,524291,0,0,1,1,-0.07028579313783626,-0.08760585767802674,4.432826757202456,28,500,55,-3,26,0,19.9,8,294,45,2047,158,1956,439
13212,38775543,-17,255,48,-2,19,6,-81,889,0,0,0,-37,1,-1,1398,-3,27,0,199,1482,4802,722,14,-221,-49,-663,-240,4931,79,72,0,0,2047,302,1560,158,524291,0,0,1,1,-0.07010238011580189,-0.09001685704517978,4.433187811291423,-100,500,54,-3,27,0,19.9,-17,248,49,2047,302,1560,158
13214,38776159,-35,156,48,-2,19,6,-162,422,0,0,0,-37,1,-1,1398,-3,27,0,199,1482,4802,722,32,-125,-49,-663,-240,4931,0,170,0,0,2047,547,1363,158,524291,0,0,1,1,-0.06971870478880907,-0.09139420305839926,4.433621477695001,-199,500,54,-3,27,0,19.9,-35,152,49,2047,547,1363,158
13216,38776776,-40,39,48,-2,19,6,-194,-184,0,0,0,-37,1,-1,1398,-3,28,0,199,1482,4802,722,37,-10,-47,-813,-214,4935,-30,176,0,0,1255,1527,158,838,524291,0,0,1,1,-0.06927460890483572,-0.0915366767244907,4.4341210226356225,-236,-126,54,-3,28,0,19.9,-40,38,47,1255,1527,158,838
13218,38777395,-32,-56,47,-3,19,7,-171,-737,0,0,0,-37,1,-1,1398,-3,29,0,199,1482,4802,722,29,83,-45,-813,-214,4935,-1,131,0,0,852,2047,158,1641,524291,0,0,1,1,-0.06891157016425639,-0.09067559642395293,4.434670072605409,-206,-500,54,-3,29,0,19.9,-32,-54,45,852,2047,158,1641
13220,38778011,-12,-99,47,-3,19,7,-101,-1053,0,0,0,-37,1,-1,1398,-3,29,0,199,1482,4802,722,9,125,-47,-784,-172,5015,-37,39,0,0,676,2047,158,1855,524291,0,0,1,1,-0.06876130605540075,-0.0893696029008934,4.43526898196308,-116,-500,54,-3,29,0,19.9,-12,-96,47,676,2047,158,1855
13222,38778629,12,-80,48,-3,19,7,-4,-1043,0,0,0,-37,1,-1,1398,-3,29,0,199,1482,4802,722,-15,107,-55,-784,-172,5015,-112,-104,0,0,328,1842,158,2047,524291,0,0,1,1,-0.06886366402500968,-0.08825906208233023,4.435942916335181,5,-500,55,-3,29,0,19.9,12,-78,55,328,1842,158,2047
13224,38779247,35,-12,51,-3,19,7,92,-730,0,0,0,-37,1,-1,1398,-3,29,0,199,1482,4802,722,-38,40,-60,-571,-122,5089,-90,-240,0,0,158,1495,359,2047,524291,0,0,1,1,-0.06921403653721236,-0.08787342717086678,4.436621012425774,124,-500,58,-3,29,0,19.9,35,-11,60,158,1495,359,2047
13226,38779863,52,85,53,-3,19,7,166,-224,0,0,0,-37,1,-1,1398,-3,28,0,199,1482,4802,722,-55,-54,-57,-571,-122,5089,-15,-308,0,0,158,384,748,1426,524291,0,0,1,1,-0.06975470529082431,-0.08849530850551816,4.437194088774773,215,-120,60,-3,28,0,19.9,52,82,57,158,384,748,1426
13228,38780480,59,187,53,-2,20,8,198,333,0,0,0,-37,1,-1,1398,-3,28,0,199,1482,4802,722,-62,-153,-52,-571,-122,5089,-5,-310,0,0,1561,158,2047,948,524291,0,0,1,1,-0.07038224867359057,-0.09017822598408812,4.437638545679745,255,500,61,-3,28,0,19.9,59,181,52,1561,158,2047,948
13230,38781102,49,269,51,-2,20,8,173,800,0,0,0,-37,1,-1,1398,-3,28,0,199,1482,4802,722,-52,-234,-46,-357,-92,5087,-13,-269,0,0,1625,158,2047,889,524291,0,0,1,1,-0.07091694966801637,-0.09274752171264541,4.437957961754973,220,500,59,-3,28,0,19.9,49,262,46,1625,158,2047,889
13232,38781717,26,310,48,-2,20,8,93,1056,0,0,0,-37,1,-1,1398,-3,29,0,199,1482,4802,722,-29,-272,-41,-357,-92,5087,41,-176,0,0,1860,158,2047,686,524291,0,0,1,1,-0.07120573657224372,-0.09569102271548409,4.438190212249222,117,500,56,-3,29,0,19.9,26,301,41,1860,158,2047,686
13234,38782333,-2,292,46,-2,20,8,-16,1020,0,0,0,-37,1,-1,1398,-3,30,0,199,1482,4802,722,-1,-254,-42,-344,-87,5018,87,-30,0,0,2047,158,1796,273,524291,0,0,1,1,-0.07119093080863016,-0.09844703997092322,4.4384475510269095,-20,500,54,-3,30,0,19.9,-2,284,42,2047,158,1796,273
13236,38782949,-26,218,45,-2,20,8,-119,686,0,0,0,-37,1,-1,1398,-3,30,0,199,1482,4802,722,23,-182,-42,-344,-87,5018,48,118,0,0,2047,435,1464,158,524291,0,0,1,1,-0.07091210847668973,-0.10043084438021507,4.438760844819333,-147,500,53,-3,30,0,19.9,-26,212,42,2047,435,1464,158
13238,38783570,-40,108,44,-2,20,8,-187,139,0,0,0,-37,1,-1,1398,-3,31,0,199,1482,4802,722,37,-74,-43,-513,-81,4972,-7,190,0,0,2030,828,970,158,524291,0,0,1,1,-0.07046957023992126,-0.10126372634964069,4.439171338413237,-229,267,52,-3,31,0,19.9,-40,105,43,2030,828,970,158
13240,38784185,-41,-1,44,-2,20,8,-203,-455,0,0,0,-37,1,-1,1398,-3,31,0,199,1482,4802,723,39,32,-42,-513,-81,4972,-9,161,0,0,982,2047,158,1509,524291,0,0,1,1,-0.07000296686100149,-0.10095263104161739,4.439647517192656,-246,-436,52,-3,31,0,19.9,-42,-1,42,982,2047,158,1509
13242,38784803,-31,-75,43,-2,20,8,-166,-909,0,0,0,-37,1,-1,1398,-3,32,0,199,1482,4802,723,28,104,-41,-647,-59,5011,-12,70,0,0,833,2047,158,1646,524291,0,0,1,1,-0.06964888971028205,-0.09986438227691263,4.440169399396687,-199,-500,51,-3,32,0,19.9,-31,-72,41,833,2047,158,1646
13244,38785422,-10,-89,42,-2,20,8,-87,-1077,0,0,0,-37,1,-1,1398,-3,32,0,199,1482,4802,723,7,119,-43,-647,-59,5011,-59,-43,0,0,630,2047,158,1893,524291,0,0,1,1,-0.06951852599744564,-0.09861414488858884,4.440724901788331,-99,-500,50,-3,32,0,19.9,-10,-87,43,630,2047,158,1893
13246,38786038,14,-44,44,-2,20,8,14,-917,0,0,0,-37,1,-1,1398,-3,32,0,199,1482,4802,723,-18,75,-50,-566,-23,5092,-87,-163,0,0,245,1778,158,2047,524291,0,0,1,1,-0.06965388512402393,-0.09784718822698343,4.44132017105416,26,-500,52,-3,32,0,19.9,15,-43,50,245,1778,158,2047
13248,38786654,37,41,46,-2,20,8,110,-497,0,0,0,-37,1,-1,1398,-3,31,0,199,1482,4802,723,-40,-9,-52,-566,-23,5092,-62,-270,0,0,158,1401,450,2047,524291,0,0,1,1,-0.07002979087875577,-0.0979828461593874,4.441873741834842,145,-436,54,-3,31,0,19.9,37,40,52,158,1401,450,2047
13250,38787274,52,142,48,-2,20,9,177,48,0,0,0,-37,1,-1,1398,-3,31,0,199,1482,4802,723,-55,-107,-52,-332,-6,5142,-28,-326,0,0,1167,158,1810,1228,524291,0,0,1,1,-0.07057718813717843,-0.09917750692363714,4.442355696381049,227,210,57,-3,31,0,19.9,52,138,52,1167,158,1810,1228
13252,38787889,53,236,48,-2,21,9,195,572,0,0,0,-37,1,-1,1398,-3,31,0,199,1482,4802,723,-57,-199,-48,-332,-6,5142,-2,-303,0,0,1567,158,2047,927,524291,0,0,1,1,-0.07115204405652559,-0.1013447582570981,4.442719546784753,246,500,57,-3,31,0,19.9,54,230,48,1567,158,2047,927
13254,38788507,39,299,46,-2,21,9,152,946,0,0,0,-37,1,-1,1398,-3,30,0,199,1482,4802,723,-42,-261,-41,-160,-11,5121,23,-218,0,0,1680,158,2047,827,524291,0,0,1,1,-0.07157971689879358,-0.10418436127123817,4.442960543090009,189,500,55,-3,30,0,19.9,39,291,41,1680,158,2047,827
13256,38789124,14,313,44,-2,21,9,61,1066,0,0,0,-37,1,-1,1398,-3,31,0,199,1482,4802,723,-17,-273,-37,-160,-11,5121,47,-105,0,0,1980,158,2047,571,524291,0,0,1,1,-0.07174240222051582,-0.10714521136453814,4.44314824468501,73,500,53,-3,31,0,19.9,14,304,37,1980,158,2047,571
13258,38789750,-14,267,41,-2,21,9,-50,881,0,0,0,-37,1,-1,1398,-2,33,0,199,1482,4802,723,12,-227,-36,-189,-26,5049,67,23,0,0,2047,210,1659,158,524291,0,0,1,1,-0.07158741995365184,-0.10964714255114341,4.4433644074553715,-66,500,50,-2,33,0,19.9,-14,260,36,2047,210,1659,158
13260,38790359,-35,171,40,-2,21,9,-147,426,0,0,0,-37,1,-1,1398,-2,33,0,199,1482,4802,723,33,-133,-37,-189,-26,5049,53,148,0,0,2047,531,1404,158,524291,0,0,1,1,-0.07120406004248714,-0.11108520861275303,4.443657874327255,-184,500,49,-2,33,0,19.9,-35,166,37,2047,531,1404,158
13262,38790977,-44,57,39,-2,21,9,-197,-166,0,0,0,-37,1,-1,1398,-2,34,0,199,1482,4802,723,42,-22,-39,-337,-35,5015,7,197,0,0,1258,1409,158,675,524291,0,0,1,1,-0.07070600381618947,-0.11135163809618398,4.444063216673277,-243,-88,48,-2,34,0,19.9,-44,56,39,1258,1409,158,675
13264,38791596,-41,-38,39,-2,21,9,-192,-710,0,0,0,-37,1,-1,1398,-2,34,0,199,1482,4802,723,39,71,-40,-337,-35,5015,-20,134,0,0,888,2047,158,1568,524291,0,0,1,1,-0.0702307885727495,-0.11061681215769659,4.444551143171,-235,-500,48,-2,34,0,19.9,-41,-37,40,888,2047,158,1568
13266,38792212,-27,-86,40,-2,21,9,-139,-1038,0,0,0,-37,1,-1,1398,-3,34,0,199,1482,4802,723,25,118,-42,-395,-26,5034,-31,17,0,0,774,2047,158,1710,524291,0,0,1,1,-0.06990275361102259,-0.10938282047643869,4.445093516044961,-168,-500,49,-3,34,0,19.9,-28,-84,42,774,2047,158,1710
13268,38792829,-5,-74,41,-2,21,9,-51,-1054,0,0,0,-37,1,-1,1398,-3,34,0,199,1482,4802,723,2,106,-47,-395,-26,5034,-50,-91,0,0,527,2047,158,2022,524291,0,0,1,1,-0.06981763433655362,-0.10827944771529782,4.4456815557243825,-58,-500,50,-3,34,0,19.9,-5,-72,47,527,2047,158,2022
13270,38793449,18,-9,43,-2,21,9,47,-766,0,0,0,-37,1,-1,1398,-3,34,0,199,1482,4802,723,-21,44,-48,-253,-9,5065,-70,-193,0,0,158,1657,194,2047,524291,0,0,1,1,-0.06998517748128776,-0.10784082522580564,4.446236237202476,63,-500,52,-3,34,0,19.9,18,-10,48,158,1657,194,2047
13272,38794064,37,85,44,-2,21,9,131,-275,0,0,0,-37,1,-1,1398,-3,34,0,199,1438,4085,723,-40,-49,-45,-253,-9,5065,-62,-294,0,0,158,593,585,1422,524291,0,0,1,1,-0.07036611784776767,-0.1083994495866025,4.446683682103654,166,-169,53,-3,34,0,19.9,37,83,45,158,593,585,1422
13274,38794681,47,185,44,-2,22,10,179,276,0,0,0,-37,1,-1,1398,-3,34,0,199,1438,4085,723,-50,-146,-43,1,-17,5062,-19,-335,0,0,1594,158,2047,899,524291,0,0,1,1,-0.07086575648518427,-0.11000052485282713,4.44703631857319,224,483,54,-3,34,0,19.9,47,180,43,1594,158,2047,899
13276,38795301,43,267,42,-2,22,10,174,746,0,0,0,-37,1,-1,1398,-3,34,0,199,1438,4085,723,-46,-226,-39,1,-17,5062,28,-274,0,0,1618,158,2047,866,524291,0,0,1,1,-0.07133546341099443,-0.11246994336257403,4.447284457608329,215,500,52,-3,34,0,19.9,43,260,39,1618,158,2047,866
13278,38795916,25,310,40,-2,22,10,115,1016,0,0,0,-37,1,-1,1398,-3,34,0,199,1438,4085,723,-28,-267,-34,147,-49,4998,46,-161,0,0,1786,158,2047,717,524291,0,0,1,1,-0.0716173054384519,-0.11535463042330006,4.447444405874973,138,500,50,-3,34,0,19.9,25,301,34,1786,158,2047,717
13280,38796533,-2,298,37,-2,22,10,16,1006,0,0,0,-37,1,-1,1398,-3,35,0,199,1438,4085,723,0,-255,-28,147,-49,4998,52,-51,0,0,2047,158,1926,362,524291,0,0,1,1,-0.07160466350041716,-0.11811518013119043,4.4475493937428405,12,500,47,-3,35,0,19.9,-3,290,28,2047,158,1926,362
13282,38797155,-30,230,33,-2,22,10,-93,702,0,0,0,-37,1,-1,1398,-3,36,0,199,1438,4085,723,27,-188,-26,78,-84,4917,66,66,0,0,2047,402,1538,158,524291,0,0,1,1,-0.0712949679611866,-0.12017102098081772,4.44768650219846,-125,500,43,-3,36,0,19.9,-30,224,26,2047,402,1538,158
13284,38797770,-46,127,32,-2,22,10,-173,184,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,44,-86,-30,78,-84,4917,58,169,0,0,2047,766,1151,158,524291,0,0,1,1,-0.07079151025825117,-0.12111459430028057,4.447944274388091,-221,333,42,-3,37,0,19.9,-47,123,30,2047,766,1151,158
13286,38798386,-50,22,32,-2,23,11,-200,-386,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,47,16,-36,-93,-100,4882,3,179,0,0,1096,2047,158,1384,524291,0,0,1,1,-0.0702378041324576,-0.1209701712156408,4.448345374855159,-252,-341,43,-3,37,0,19.9,-50,21,36,1096,2047,158,1384
13288,38799004,-42,-53,34,-2,23,11,-175,-837,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,39,89,-40,-93,-100,4882,-44,85,0,0,851,2047,158,1591,524291,0,0,1,1,-0.06975712821726494,-0.12004262680379861,4.4488463419812705,-219,-500,45,-3,37,0,19.9,-42,-52,40,851,2047,158,1591
13290,38799623,-24,-77,37,-2,23,11,-106,-1037,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,21,112,-44,-148,-91,4921,-35,-36,0,0,694,2047,158,1796,524291,0,0,1,1,-0.06946353726715065,-0.11886855510617626,4.449408582696548,-132,-500,48,-3,37,0,19.9,-24,-75,44,694,2047,158,1796
13292,38800238,-2,-45,39,-2,23,11,-13,-932,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,-1,80,-46,-148,-91,4921,-28,-134,0,0,385,1930,158,2047,524291,0,0,1,1,-0.06940876969887307,-0.11804618211481684,4.449964624634028,-17,-500,50,-3,37,0,19.9,-2,-43,46,385,1930,158,2047
13294,38800856,20,32,40,-2,23,11,80,-565,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,-23,6,-41,6,-80,4976,-67,-229,0,0,158,1577,305,2047,524291,0,0,1,1,-0.06960401824876228,-0.11801239002638735,4.450413409518863,98,-500,51,-3,37,0,19.9,20,31,41,158,1577,305,2047
13296,38801475,36,130,39,-2,23,11,152,-49,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,-39,-89,-34,6,-80,4976,-69,-314,0,0,738,158,1253,1050,524291,0,0,1,1,-0.0699895623581452,-0.1189972483767708,4.450714686153052,186,104,50,-3,37,0,19.9,36,126,34,738,158,1253,1050
13298,38802091,43,224,36,-2,24,11,184,474,0,0,0,-37,1,-1,1398,-3,37,0,199,1438,4085,723,-45,-181,-28,233,-89,4979,19,-320,0,0,1584,158,2047,867,524291,0,0,1,1,-0.07045338998693557,-0.12095958605098521,4.450879149347367,225,500,47,-3,37,0,19.9,42,218,28,1584,158,2047,867
